,date,open,close,high,low,volume,dopen,dclose,dhigh,dlow,dvolume,price
0,2010-08-06,0.0490083658957561,0.0496414264352834,0.0493381294991245,0.0492726652055427,0.1892284866468842,0.0490083658957561,0.0496414264352834,0.0493381294991245,0.0492726652055427,0.1892284866468842,0.0496414264352834
1,2010-08-09,0.0497074518497508,0.0500851640632277,0.0498157299102066,0.0501685468404929,0.1433234421364985,0.0006990859539946978,0.00044373762794430033,0.00047760041108210055,0.0008958816349501977,-0.045905044510385684,0.0500851640632277
2,2010-08-10,0.0493579177203508,0.0497893505468172,0.0499443108952611,0.049403328564517,0.1656528189910979,-0.00034953412939999623,-0.0002958135164105036,0.00012858098505449944,-0.0007652182759758999,0.022329376854599403,0.0497893505468172
3,2010-08-11,0.0487692279286934,0.0481993431348635,0.0489891401344086,0.0484514684428006,0.1806973293768546,-0.0005886897916574027,-0.0015900074119536978,-0.0009551707608524973,-0.0009518601217163997,0.015044510385756688,0.0481993431348635
4,2010-08-12,0.0472791107008302,0.0479959708000398,0.0480707101177237,0.04796621186906,0.1722848664688427,-0.0014901172278631997,-0.00020337233482370376,-0.0009184300166849013,-0.00048525657374060005,-0.008412462908011897,0.0479959708000398
5,2010-08-13,0.0474630702363525,0.0477741084935658,0.0477951782535906,0.0480035338557042,0.1491097922848664,0.00018395953552230448,-0.00022186230647399524,-0.0002755318641331009,3.732198664420372e-05,-0.023175074183976296,0.0477741084935658
6,2010-08-16,0.0472791097244082,0.0480514363766583,0.0479604983161433,0.0477609068972709,0.1557566765578635,-0.0001839605119443033,0.0002773278830924958,0.00016532006255270265,-0.00024262695843330073,0.006646884272997089,0.0480514363766583
7,2010-08-17,0.0482909141549535,0.049086783684095,0.0491177166240583,0.0486007796821005,0.1631899109792285,0.001011804430545299,0.0010353473074367,0.0011572183079149936,0.0008398727848295956,0.007433234421365009,0.049086783684095
8,2010-08-18,0.0486404478556021,0.0492901560189187,0.0494299819346436,0.0490300468422704,0.1412759643916914,0.00034953370064860073,0.00020337233482370376,0.00031226531058530654,0.0004292671601699022,-0.021913946587537092,0.0492901560189187
9,2010-08-19,0.0487508267129728,0.0482732943448,0.0487870798098349,0.0483021532135919,0.171973293768546,0.00011037885737070346,-0.0010168616741186992,-0.0006429021248087058,-0.0007278936286784984,0.0306973293768546,0.0482732943448
10,2010-08-20,0.0479781714172236,0.0484212011030053,0.04827275987058,0.0481715059874616,0.1667359050445103,-0.0007726552957492,0.00014790675820530036,-0.0005143199392548953,-0.0001306472261302996,-0.005237388724035702,0.0484212011030053
11,2010-08-23,0.0485116797362759,0.0482363230781639,0.0486585064596713,0.0483021596639855,0.1617655786350148,0.0005335083190523005,-0.00018487802484140614,0.0003857465890912959,0.0001306536765239008,-0.00497032640949549,0.0482363230781639
12,2010-08-24,0.0476286343720965,0.0478480553651702,0.0477951732365865,0.0478355535044804,0.2696884272997032,-0.0008830453641794009,-0.0003882677129936965,-0.0008633332230848015,-0.0004666061595051049,0.1079228486646884,0.0478480553651702
13,2010-08-25,0.0473527016338833,0.047404348105551,0.0474645520123512,0.0476489321463037,0.3828041543026706,-0.0002759327382132054,-0.00044370725961920265,-0.00033062122423530016,-0.00018662135817669456,0.1131157270029674,0.047404348105551
14,2010-08-26,0.0474998642731736,0.0465908500895917,0.0475380151555987,0.0468090458988178,0.3603264094955489,0.00014716263929030055,-0.0008134980159592992,7.346314324749997e-05,-0.0008398862474859048,-0.022477744807121725,0.0465908500895917
15,2010-08-27,0.0465616472329464,0.0473488825289325,0.0473359696053162,0.0466410774724708,0.2657566765578635,-0.0009382170402271947,0.0007580324393407986,-0.00020204555028249804,-0.00016796842634699688,-0.09456973293768539,0.0473488825289325
16,2010-08-30,0.0468927796045833,0.0468496880010339,0.047207383742113,0.0472756442483993,0.1887388724035608,0.0003311323716368997,-0.0004991945278985943,-0.00012858586320319693,0.0006345667759284981,-0.0770178041543027,0.0468496880010339
17,2010-08-31,0.0463592795744955,0.0471270115457942,0.047189012451421,0.0469583556739778,0.2299703264094955,-0.0005335000300877996,0.00027732354476029536,-1.8371290692001385e-05,-0.0003172885744215023,0.0412314540059347,0.0471270115457942
18,2010-09-01,0.047463074355093,0.0486430677478114,0.0485482960501422,0.0479662129357753,0.2564243323442136,0.0011037947805974946,0.0015160562020172033,0.0013592835987212004,0.0010078572617975012,0.026454005934718083,0.0486430677478114
19,2010-09-02,0.0483277204182733,0.0493086590055654,0.049117729169582,0.0490300608951786,0.1991988130563798,0.0008646460631803049,0.0006655912577539988,0.0005694331194397995,0.0010638479594032996,-0.05722551928783379,0.0493086590055654
20,2010-09-03,0.0495050871338247,0.0502145808497827,0.0499810427003094,0.050224538128117,0.216320474777448,0.001177366715551395,0.0009059218442172973,0.000863313530727397,0.001194477232938404,0.017121661721068215,0.0502145808497827
21,2010-09-07,0.04979943090988,0.0494195771438059,0.0498524622717525,0.0498325974921512,0.1705192878338279,0.0002943437760553058,-0.0007950037059768003,-0.0001285804285568945,-0.0003919406359658012,-0.04580118694362012,0.0494195771438059
22,2010-09-08,0.0491923458202968,0.049900277361722,0.0499443080972806,0.0497766050982195,0.1793323442136498,-0.0006070850895832022,0.0004807002179161024,9.184582552809739e-05,-5.5992393931704465e-05,0.00881305637982191,0.049900277361722
23,2010-09-09,0.0501121680224535,0.0501221353298638,0.0501647249340662,0.0502805263054026,0.1930860534124629,0.0009198222021567018,0.00022185796814180175,0.0002204168367856002,0.0005039212071831015,0.013753709198813108,0.0501221353298638
24,2010-09-10,0.0500569889519667,0.0507322653493315,0.0507892705800231,0.0504111848695636,0.1769732937685459,-5.5179070486806314e-05,0.0006101300194676987,0.0006245456459569032,0.0001306585641610014,-0.016112759643917007,0.0507322653493315
25,2010-09-13,0.0510687952364363,0.0512684224672018,0.0513035879220099,0.0516056674192468,0.1818842729970326,0.0010118062844696046,0.0005361571178702992,0.0005143173419867933,0.0011944825496831984,0.0049109792284867115,0.0512684224672018
26,2010-09-14,0.0508112421666142,0.0514533048303753,0.0513770579624516,0.0514003643367623,0.1094065281899109,-0.00025755306982210013,0.00018488236317350248,7.347004044170463e-05,-0.00020530308248449536,-0.07247774480712171,0.0514533048303753
27,2010-09-15,0.0508480327055527,0.051527260378644,0.0512852163407164,0.0512510499002622,0.244406528189911,3.679053893849982e-05,7.395554826870182e-05,-9.184162173520027e-05,-0.0001493144365001045,0.1350000000000001,0.051527260378644
28,2010-09-16,0.0512343601521312,0.0510280701890777,0.0512852146417562,0.0512883768426046,0.1950890207715133,0.00038632744657850215,-0.0004991901895663037,-1.6989602016903582e-09,3.732694234240275e-05,-0.04931750741839769,0.0510280701890777
29,2010-09-17,0.0509216208389624,0.0512314425239014,0.0511750058336089,0.0513070431577012,0.2748219584569732,-0.00031273931316880277,0.00020337233482370376,-0.00011020880814729961,1.8666315096602104e-05,0.07973293768545991,0.0512314425239014
30,2010-09-20,0.0512527668275379,0.0519894793015743,0.0517260711430564,0.0517176553290741,0.2217507418397626,0.0003311459885754972,0.000758036777672895,0.0005510653094474988,0.0004106121713728997,-0.05307121661721062,0.0519894793015743
31,2010-09-21,0.0520254138961213,0.0515457460119621,0.0519464884651705,0.0518296334691471,0.2485163204747774,0.0007726470685834042,-0.00044373328961219705,0.0002204173221140998,0.0001119781400730005,0.026765578635014803,0.0515457460119621
