,date,open,close,high,low,volume,dopen,dclose,dhigh,dlow,dvolume,price
0,2010-12-15,0.3648490216328993,0.3639391771424062,0.3648997055999288,0.3675252643533919,0.1634052161392716,0.3648490216328993,0.3639391771424062,0.3648997055999288,0.3675252643533919,0.1634052161392716,0.3639391771424062
1,2010-12-16,0.3648490216328993,0.3639391771424062,0.3637412938361195,0.3663435110918054,0.1547743708890997,0.0,0.0,-0.0011584117638093194,-0.0011817532615864823,-0.008630845250171881,0.3639391771424062
2,2010-12-17,0.3648491398622683,0.3604510590218893,0.3625829995673363,0.3651618761609301,0.1123809679636113,1.182293690171754e-07,-0.0034881181205169143,-0.0011582942687831665,-0.0011816349308753082,-0.042393402925488405,0.3604510590218893
3,2010-12-20,0.3613521520887384,0.3569627921839266,0.3602661442211719,0.3627983375857184,0.090947020517687,-0.0034969877735299137,-0.0034882668379626613,-0.0023168553461643815,-0.00236353857521171,-0.021433947445924306,0.3569627921839266
4,2010-12-21,0.3590208788421042,0.3604510590218893,0.359107763149758,0.3627983688718625,0.1139680617821263,-0.00233127324663418,0.0034882668379626613,-0.0011583810714139164,3.1286144119846426e-08,0.02302104126443931,0.3604510590218893
5,2010-12-22,0.3613522542450451,0.3581256386794644,0.3614246584372441,0.3639801940275829,0.1658349422428744,0.0023313754029408718,-0.0023254203424248887,0.002316895287486076,0.0011818251557204063,0.0518668804607481,0.3581256386794644
6,2010-12-24,0.3578552684551456,0.3558001191920756,0.359107805113197,0.3604349037013118,0.0963954972348571,-0.003496985789899487,-0.002325519487388794,-0.0023168533240470746,-0.0035452903262711,-0.0694394450080173,0.3558001191920756
7,2010-12-27,0.3566895436746902,0.3569627921839266,0.3567909081032828,0.3604348305004694,0.1046009358944991,-0.0011657247804554016,0.0011626729918510215,-0.0023168970099142205,-7.320084238759961e-08,0.008205438659642003,0.3569627921839266
8,2010-12-28,0.3578552684551456,0.3558001191920756,0.3556325682895209,0.361616657483939,0.0252298831768055,0.0011657247804554016,-0.0011626729918510215,-0.0011583398137618994,0.0011818269834695805,-0.07937105271769361,0.3558001191920756
9,2010-12-29,0.3578551752724008,0.3592882620988334,0.3579492996313843,0.36043480984685,0.0630583461500703,-9.318274479808153e-08,0.0034881429067578074,0.0023167313418633873,-0.0011818476370890063,0.03782846297326481,0.3592882620988334
10,2010-12-30,0.3590208687241142,0.3546373222690197,0.3579493409227733,0.360434851424956,0.1037992080892699,0.001165693451713412,-0.004650939829813738,4.12913890301958e-08,4.157810601368439e-08,0.040740861939199596,0.3546373222690197
11,2011-01-04,0.3578552969458994,0.3581256386794644,0.357949421336886,0.36279844015087,0.0945547956412186,-0.0011655717782148023,0.003488316410444725,8.04141127019875e-08,0.0023635887259139676,-0.009244412448051298,0.3581256386794644
12,2011-01-05,0.360186531046137,0.3604510590218893,0.359107763149758,0.3627983688718625,0.1185411826303216,0.0023312341002376114,0.0023254203424248887,0.0011583418128719991,-7.12790074741676e-08,0.023986386989102992,0.3604510590218893
13,2011-01-06,0.3660147428229412,0.3744039528700533,0.373008658635755,0.3698888409744869,0.2240583788736542,0.005828211776804204,0.013952893848164005,0.013900895485996989,0.007090472102624368,0.10551719624333261,0.3744039528700533
14,2011-01-07,0.3718430940943236,0.3697530626127216,0.3718503376895358,0.3734341928559955,0.1966523773683693,0.00582835127138237,-0.004650890257331675,-0.0011583209462192046,0.0035453518815086182,-0.02740600150528491,0.3697530626127216
15,2011-01-11,0.3695117685294111,0.3720785325276284,0.3706919044560969,0.3734341717343984,0.1630943420923459,-0.002331325564912501,0.002325469914906786,-0.0011584332334388936,-2.112159708245187e-08,-0.033558035276023385,0.3720785325276284
16,2011-01-12,0.3753400510920758,0.3697530626127216,0.374167162223427,0.3746159466308563,0.1016149088648188,0.0058282825626647106,-0.002325469914906786,0.0034752577673300977,0.0011817748964578767,-0.06147943322752711,0.3697530626127216
17,2011-01-13,0.3730087464269077,0.3697530626127216,0.3718503376895358,0.3746159466308563,0.1150479400503943,-0.0023313046651681213,0.0,-0.002316824533891204,0.0,0.013433031185575497,0.3697530626127216
18,2011-01-14,0.3695117666003159,0.3709157851770546,0.3706919025208407,0.3746159234866764,0.1154978893288393,-0.0034969798265917507,0.0011627225643329742,-0.0011584351686950711,-2.3144179905898454e-08,0.00044994927844499433,0.3709157851770546
19,2011-01-17,0.3741743756425912,0.3709157851770546,0.3764839634977288,0.3757976771885271,0.3034621551752348,0.004662609042275279,0.0,0.005792060976888058,0.0011817537018506963,0.18796426584639547,0.3709157851770546
20,2011-01-18,0.370677419308541,0.3860314759482744,0.3869096737233869,0.374615923939089,0.4014038417487483,-0.0034969563340502274,0.015115690771219825,0.010425710225658136,-0.001181753249438089,0.09794168657351354,0.3860314759482744
21,2011-01-19,0.3939904955089101,0.3895197427862372,0.3938601778546441,0.3923422603195728,0.3412906181484996,0.0233130762003691,0.0034882668379627724,0.006950504131257196,0.01772633638048382,-0.06011322360024873,0.3895197427862372
22,2011-01-20,0.3869965410977208,0.3802177391954049,0.3857512516799058,0.3864334511077495,0.2230439477731601,-0.006993954411189274,-0.009302003590832275,-0.008108926174738296,-0.005908809211823296,-0.11824667037533948,0.3802177391954049
23,2011-01-21,0.3834995957292626,0.3720785325276284,0.3834344386717752,0.3781611865664794,0.3070453876108511,-0.003496945368458182,-0.00813920666777651,-0.002316813008130636,-0.008272264541270113,0.08400143983769098,0.3720785325276284
